flight ID, Destination, Destination_IATA, Continent, Country, Time, Distance, Emissions, TaxCuts
SK081,Visby,VBY,Europe,SE,2018-04-20T12:50:00Z,189.0,48.573,140.94843749999998,
PC1280,Istanbul SAW,SAW,other,SE,2018-04-20T11:55:00Z,0.0,0.0,0.0,
SK052,Sundsvall,SDL,Europe,SE,2018-04-20T13:00:00Z,343.0,88.151,255.79531249999994,
DY4115,Oslo,OSL,Europe,NO,2018-04-20T13:00:00Z,417.0,107.169,310.98147321428564,
HP366,Kristianstad,KID,Europe,SE,2018-04-20T12:50:00Z,435.0,111.795,324.4051339285714,
SK2545,Edinburgh,EDI,Europe,GB,2018-04-20T13:00:00Z,1315.0,232.755,675.4051339285713,
SK963,Hong Kong,HKG,Asia,HK,2018-04-20T13:00:00Z,8224.0,1455.648,4223.978571428571,
SK1131,Ronneby,RNB,Europe,SE,2018-04-20T12:55:00Z,385.0,98.94500000000001,287.1171875,
DY4013,Umea,UME,Europe,SE,2018-04-20T13:20:00Z,514.0,90.978,263.9986607142857,
SK109,Malmo,MMX,Europe,SE,2018-04-20T13:25:00Z,513.0,90.801,263.48504464285713,
SK1589,Brussels,BRU,Europe,BE,2018-04-20T13:10:00Z,1282.0,226.914,658.4558035714284,
SK034,Umea,UME,Europe,SE,2018-04-20T12:40:00Z,514.0,90.978,263.9986607142857,
SK161,Goteborg,GOT,Europe,SE,2018-04-20T12:45:00Z,397.0,102.029,296.0662946428571,
SK867,Oslo,OSL,Europe,NO,2018-04-20T12:30:00Z,417.0,107.169,310.98147321428564,
SK712,Helsinki,HEL,Europe,FI,2018-04-20T12:30:00Z,397.0,102.029,296.0662946428571,
KK2302,Istanbul IST,IST,Europe,TR,2018-04-20T12:45:00Z,2177.0,385.329,1118.1421874999999,
OK491,Prague,PRG,Europe,CZ,2018-04-20T12:25:00Z,1056.0,186.91199999999998,542.3785714285713,
D83209,Copenhagen,CPH,Europe,DK,2018-04-20T13:30:00Z,523.0,92.571,268.62120535714286,
SK527,London LHR,LHR,Europe,GB,2018-04-20T13:25:00Z,1454.0,257.358,746.7977678571428,
LX1251,Zurich,ZRH,Europe,CH,2018-04-20T13:25:00Z,1471.0,260.36699999999996,755.5292410714284,
SK2565,Dublin,DUB,Europe,IE,2018-04-20T13:20:00Z,1630.0,288.51,837.1941964285714,
SK1407,Copenhagen,CPH,Europe,DK,2018-04-20T13:20:00Z,523.0,92.571,268.62120535714286,
LH2417,Munich,MUC,Europe,DE,2018-04-20T13:25:00Z,1316.0,232.932,675.9187499999999,
SK491,Oslo,OSL,Europe,NO,2018-04-20T13:40:00Z,417.0,107.169,310.98147321428564,
EK158,Dubai,DXB,Asia,AE,2018-04-20T13:05:00Z,4760.0,842.52,2444.8124999999995,
LO8124,Tallinn,TLL,Europe,EE,2018-04-20T12:40:00Z,379.0,97.403,282.6426339285714,
BT108,Riga,RIX,Europe,LV,2018-04-20T13:35:00Z,443.0,113.851,330.37120535714286,
SK4224,Vaasa,VAA,Europe,FI,2018-04-20T12:45:00Z,460.0,118.22,343.0491071428571,
EW371,Cologne,CGN,Europe,DE,2018-04-20T13:25:00Z,1168.0,206.736,599.9035714285714,
SK716,Helsinki,HEL,Europe,FI,2018-04-20T14:00:00Z,397.0,102.029,296.0662946428571,
2N256,Karlstad,KSD,Europe,SE,2018-04-20T13:50:00Z,259.0,66.563,193.15156249999998,
SK195,Kalmar,KLR,Europe,SE,2018-04-20T12:50:00Z,313.0,80.441,233.42254464285713,
DY4043,Lulea,LLA,Europe,SE,2018-04-20T14:00:00Z,727.0,128.679,373.3988839285714,
AY826,Helsinki,HEL,Europe,FI,2018-04-20T04:50:00Z,397.0,102.029,296.0662946428571,
TK1792,Istanbul IST,IST,Europe,TR,2018-04-20T05:45:00Z,2177.0,385.329,1118.1421874999999,
BA771,London LHR,LHR,Europe,GB,2018-04-20T05:50:00Z,1454.0,257.358,746.7977678571428,
TP783,Lisbon,LIS,Europe,PT,2018-04-20T12:50:00Z,2993.0,529.761,1537.2529017857141,
BA779,London LHR,LHR,Europe,GB,2018-04-20T13:45:00Z,1454.0,257.358,746.7977678571428,
SK1764,Riga,RIX,Europe,LV,2018-04-20T14:00:00Z,443.0,113.851,330.37120535714286,
SK740,Vilnius,VNO,Europe,LT,2018-04-20T13:45:00Z,676.0,119.65199999999999,347.2044642857142,
SK1605,Zurich,ZRH,Europe,CH,2018-04-20T14:15:00Z,1471.0,260.36699999999996,755.5292410714284,
DY4051,Malmo,MMX,Europe,SE,2018-04-20T14:00:00Z,513.0,90.801,263.48504464285713,
KL1104,Amsterdam,AMS,Europe,NL,2018-04-20T04:30:00Z,1127.0,199.47899999999998,578.8453124999999,
SK2002,Lulea,LLA,Europe,SE,2018-04-20T14:15:00Z,727.0,128.679,373.3988839285714,
SK579,Paris CDG,CDG,Europe,FR,2018-04-20T14:10:00Z,1523.0,269.57099999999997,782.2372767857141,
SK1555,Amsterdam,AMS,Europe,NL,2018-04-20T14:15:00Z,1127.0,199.47899999999998,578.8453124999999,
SK2491,Aarhus,AAR,Europe,DK,2018-04-20T14:25:00Z,585.0,103.54499999999999,300.4654017857142,
SK4244,Tampere,TMP,Europe,FI,2018-04-20T13:30:00Z,395.0,101.515,294.5747767857143,
SK163,Goteborg,GOT,Europe,SE,2018-04-20T14:20:00Z,397.0,102.029,296.0662946428571,
SK945,Chicago,ORD,America,US,2018-04-20T14:35:00Z,6890.0,1219.53,3538.814732142857,
AY814,Helsinki,HEL,Europe,FI,2018-04-20T14:35:00Z,397.0,102.029,296.0662946428571,
LH807,Frankfurt,FRA,Europe,DE,2018-04-20T14:35:00Z,1188.0,210.27599999999998,610.1758928571428,
DY4287,Helsinki,HEL,Europe,FI,2018-04-20T14:30:00Z,397.0,102.029,296.0662946428571,
SK2647,Hamburg,HAM,Europe,DE,2018-04-20T14:45:00Z,812.0,143.724,417.05625,
VY1266,Barcelona,BCN,Europe,ES,2018-04-20T14:20:00Z,2281.0,403.73699999999997,1171.5582589285714,
SK2549,Manchester,MAN,Europe,GB,2018-04-20T14:20:00Z,1403.0,248.331,720.6033482142857,
OS314,Vienna,VIE,Europe,AT,2018-04-20T14:55:00Z,1243.0,220.011,638.4247767857142,
2N1006,Jonkoping,JKG,Europe,SE,2018-04-20T14:50:00Z,285.0,73.245,212.54129464285714,
SK2473,Trondheim,TRD,Europe,NO,2018-04-20T15:00:00Z,612.0,108.324,314.33303571428564,
SK673,Frankfurt,FRA,Europe,DE,2018-04-20T15:00:00Z,1188.0,210.27599999999998,610.1758928571428,
SK2625,Dusseldorf,DUS,Europe,DE,2018-04-20T15:10:00Z,1149.0,203.373,590.1448660714285,
D8230,Copenhagen,CPH,Europe,DK,2018-04-20T15:15:00Z,523.0,92.571,268.62120535714286,
DY4053,Malmo,MMX,Europe,SE,2018-04-20T15:15:00Z,513.0,90.801,263.48504464285713,
A3763,Athens,ATH,Europe,GR,2018-04-20T14:55:00Z,2411.0,426.74699999999996,1238.3283482142856,
SK1748,Tallinn,TLL,Europe,EE,2018-04-20T15:00:00Z,379.0,97.403,282.6426339285714,
SK1523,London LHR,LHR,Europe,GB,2018-04-20T14:15:00Z,1454.0,257.358,746.7977678571428,
SK2167,Goteborg,GOT,Europe,SE,2018-04-20T15:05:00Z,397.0,102.029,296.0662946428571,
2N554,Kramfors,KRF,Europe,SE,2018-04-20T15:25:00Z,401.0,103.057,299.0493303571428,
SK407,Copenhagen,CPH,Europe,DK,2018-04-20T14:15:00Z,523.0,92.571,268.62120535714286,
DY4083,Goteborg,GOT,Europe,SE,2018-04-20T15:45:00Z,397.0,102.029,296.0662946428571,
SK718,Helsinki,HEL,Europe,FI,2018-04-20T15:35:00Z,397.0,102.029,296.0662946428571,
SK885,Oslo,OSL,Europe,NO,2018-04-20T15:35:00Z,417.0,107.169,310.98147321428564,
SK2030,Umea,UME,Europe,SE,2018-04-20T15:45:00Z,514.0,90.978,263.9986607142857,
SK016,Lulea,LLA,Europe,SE,2018-04-20T15:50:00Z,727.0,128.679,373.3988839285714,
DY817,Oslo,OSL,Europe,NO,2018-04-20T14:30:00Z,417.0,107.169,310.98147321428564,
SK121,Malmo,MMX,Europe,SE,2018-04-20T15:55:00Z,513.0,90.801,263.48504464285713,
QR168,Doha,DOH,Asia,QA,2018-04-20T15:40:00Z,4590.0,812.43,2357.497767857142,
SK499,Oslo,OSL,Europe,NO,2018-04-20T14:45:00Z,417.0,107.169,310.98147321428564,
KL1116,Amsterdam,AMS,Europe,NL,2018-04-20T15:30:00Z,1127.0,199.47899999999998,578.8453124999999,
SK1127,Ronneby,RNB,Europe,SE,2018-04-20T15:55:00Z,385.0,98.94500000000001,287.1171875,
DY4015,Umea,UME,Europe,SE,2018-04-20T15:25:00Z,514.0,90.978,263.9986607142857,
IB3315,Madrid,MAD,Europe,ES,2018-04-20T12:45:00Z,2596.0,459.49199999999996,1333.3473214285711,
DY4097,Skelleftea,SFT,Europe,SE,2018-04-20T15:40:00Z,622.0,110.094,319.46919642857137,
SK197,Kalmar,KLR,Europe,SE,2018-04-20T15:55:00Z,313.0,80.441,233.42254464285713,
SK096,Ornskoldsvik,OER,Europe,SE,2018-04-20T16:00:00Z,442.0,113.59400000000001,329.6254464285714,
DY4479,Manchester,MAN,Europe,GB,2018-04-20T14:55:00Z,1403.0,248.331,720.6033482142857,
DY4601,Dubai,DXB,Asia,AE,2018-04-20T15:50:00Z,4760.0,842.52,2444.8124999999995,
DY7005,New York JFK,JFK,other,AE,2018-04-20T15:45:00Z,0.0,0.0,0.0,
SK070,Are Ostersund,OSD,other,AE,2018-04-20T15:55:00Z,0.0,0.0,0.0,
IS684,Torsby,TYF,Europe,SE,2018-04-20T16:15:00Z,298.0,76.586,222.2361607142857,
SK083,Visby,VBY,Europe,SE,2018-04-20T16:00:00Z,189.0,48.573,140.94843749999998,
DY4121,Oslo,OSL,Europe,NO,2018-04-20T16:00:00Z,417.0,107.169,310.98147321428564,
SK054,Sundsvall,SDL,Europe,SE,2018-04-20T15:45:00Z,343.0,88.151,255.79531249999994,
D82857,London LGW,LGW,Europe,GB,2018-04-20T15:40:00Z,1465.0,259.305,752.4475446428571,
DY4045,Lulea,LLA,Europe,SE,2018-04-20T15:45:00Z,727.0,128.679,373.3988839285714,
SK533,London LHR,LHR,Europe,GB,2018-04-20T16:20:00Z,1454.0,257.358,746.7977678571428,
SK1429,Copenhagen,CPH,Europe,DK,2018-04-20T15:15:00Z,523.0,92.571,268.62120535714286,
SK4236,Turku,TKU,Asia,TW,2018-04-20T16:20:00Z,8350.0,1477.9499999999998,4288.694196428571,
SK1020,Skelleftea,SFT,Europe,SE,2018-04-20T15:50:00Z,622.0,110.094,319.46919642857137,
SK193,Kalmar,KLR,Europe,SE,2018-04-20T10:10:00Z,313.0,80.441,233.42254464285713,
SK165,Goteborg,GOT,Europe,SE,2018-04-20T15:50:00Z,397.0,102.029,296.0662946428571,
OS316,Vienna,VIE,Europe,AT,2018-04-20T16:25:00Z,1243.0,220.011,638.4247767857142,
2N258,Karlstad,KSD,Europe,SE,2018-04-20T16:40:00Z,259.0,66.563,193.15156249999998,
SK002,Lulea,LLA,Europe,SE,2018-04-20T16:35:00Z,727.0,128.679,373.3988839285714,
DY4531,Amsterdam,AMS,Europe,NL,2018-04-20T16:40:00Z,1127.0,199.47899999999998,578.8453124999999,
TK1796,Istanbul IST,IST,Europe,TR,2018-04-20T16:15:00Z,2177.0,385.329,1118.1421874999999,
2N3106,Gallivare,GEV,Europe,SE,2018-04-20T16:25:00Z,878.0,155.406,450.95491071428563,
IS656,Sveg,EVG,Europe,SE,2018-04-20T16:45:00Z,363.0,93.291,270.7104910714285,
HP368,Kristianstad,KID,Europe,SE,2018-04-20T16:05:00Z,435.0,111.795,324.4051339285714,
LH805,Frankfurt,FRA,Europe,DE,2018-04-20T16:50:00Z,1188.0,210.27599999999998,610.1758928571428,
D83213,Copenhagen,CPH,Europe,DK,2018-04-20T16:50:00Z,523.0,92.571,268.62120535714286,
LH2419,Munich,MUC,Europe,DE,2018-04-20T16:40:00Z,1316.0,232.932,675.9187499999999,
SK493,Oslo,OSL,Europe,NO,2018-04-20T16:50:00Z,417.0,107.169,310.98147321428564,
LO8126,Tallinn,TLL,Europe,EE,2018-04-20T16:45:00Z,379.0,97.403,282.6426339285714,
LO8122,Tallinn,TLL,Europe,EE,2018-04-20T06:25:00Z,379.0,97.403,282.6426339285714,
SK1409,Copenhagen,CPH,Europe,DK,2018-04-20T17:00:00Z,523.0,92.571,268.62120535714286,
SK1497,Billund,BLL,Europe,DK,2018-04-20T14:50:00Z,668.0,118.23599999999999,343.09553571428563,
2N438,Pori,POR,Europe,FI,2018-04-20T16:45:00Z,316.0,81.212,235.65982142857143,
BA781,London LHR,LHR,Europe,GB,2018-04-20T16:05:00Z,1454.0,257.358,746.7977678571428,
2N594,Arvidsjaur,AJR,Europe,SE,2018-04-20T17:15:00Z,700.0,123.89999999999999,359.53124999999994,
DY4139,Bergen,BGO,Europe,NO,2018-04-20T17:15:00Z,721.0,127.61699999999999,370.31718749999993,
2N666,Hemavan Tarnaby,HMV,Europe,SE,2018-04-20T17:20:00Z,725.0,128.325,372.3716517857142,
D85053,Malaga,AGP,Europe,ES,2018-04-20T17:20:00Z,2992.0,529.584,1536.7392857142854,
DY823,Oslo,OSL,Europe,NO,2018-04-20T17:30:00Z,417.0,107.169,310.98147321428564,
SK409,Copenhagen,CPH,Europe,DK,2018-04-20T16:05:00Z,523.0,92.571,268.62120535714286,
D86093,Madrid,MAD,Europe,ES,2018-04-20T17:20:00Z,2596.0,459.49199999999996,1333.3473214285711,
2N1010,Jonkoping,JKG,Europe,SE,2018-04-20T16:40:00Z,285.0,73.245,212.54129464285714,
EZY5888,Berlin TXL,TXL,Europe,DE,2018-04-20T17:00:00Z,810.0,143.37,416.0290178571428,
SK189,Angelholm,AGH,Europe,SE,2018-04-20T16:05:00Z,461.0,118.477,343.79486607142854,
AF1063,Paris CDG,CDG,Europe,FR,2018-04-20T17:40:00Z,1523.0,269.57099999999997,782.2372767857141,
SK1527,London LHR,LHR,Europe,GB,2018-04-20T17:40:00Z,1454.0,257.358,746.7977678571428,
BT110,Riga,RIX,Europe,LV,2018-04-20T17:40:00Z,443.0,113.851,330.37120535714286,
LX1255,Zurich,ZRH,Europe,CH,2018-04-20T17:35:00Z,1471.0,260.36699999999996,755.5292410714284,
LO458,Warsaw,WAW,Europe,PL,2018-04-20T17:30:00Z,812.0,143.724,417.05625,
DY4507,Berlin SXF,SXF,Europe,DE,2018-04-20T17:30:00Z,823.0,145.671,422.70602678571424,
DY4047,Lulea,LLA,Europe,SE,2018-04-20T17:35:00Z,727.0,128.679,373.3988839285714,
SK411,Copenhagen,CPH,Europe,DK,2018-04-20T18:00:00Z,523.0,92.571,268.62120535714286,
EW9213,Dusseldorf,DUS,Europe,DE,2018-04-20T18:00:00Z,1149.0,203.373,590.1448660714285,
EW7219,Hamburg,HAM,Europe,DE,2018-04-20T18:05:00Z,812.0,143.724,417.05625,
SU2387,Moscow,SVO,Europe,RU,2018-04-20T18:20:00Z,1229.0,217.533,631.2341517857142,
CA912,Beijing,PEK,Asia,CN,2018-04-20T17:10:00Z,6718.0,1189.086,3450.472767857142,
3O502,Agadir,AGA,Africa,MA,2018-04-20T18:20:00Z,3829.0,677.733,1966.6359374999995,
SK2679,Berlin TXL,TXL,Europe,DE,2018-04-20T18:15:00Z,810.0,143.37,416.0290178571428,
KL1118,Amsterdam,AMS,Europe,NL,2018-04-20T18:20:00Z,1127.0,199.47899999999998,578.8453124999999,
SK183,Angelholm,AGH,Europe,SE,2018-04-20T18:30:00Z,461.0,118.477,343.79486607142854,
SK722,Helsinki,HEL,Europe,FI,2018-04-20T17:00:00Z,397.0,102.029,296.0662946428571,
D8215,Helsinki,HEL,Europe,FI,2018-04-20T18:40:00Z,397.0,102.029,296.0662946428571,
DY4087,Goteborg,GOT,Europe,SE,2018-04-20T18:30:00Z,397.0,102.029,296.0662946428571,
D81003,Rome FCO,FCO,Europe,IT,2018-04-20T18:10:00Z,1993.0,352.76099999999997,1023.6368303571427,
SK1772,Tallinn,TLL,Europe,EE,2018-04-20T18:45:00Z,379.0,97.403,282.6426339285714,
SK1740,Vilnius,VNO,Europe,LT,2018-04-20T18:40:00Z,676.0,119.65199999999999,347.2044642857142,
2N806,Mariehamn,MHQ,Europe,AX,2018-04-20T18:40:00Z,135.0,34.695,100.67745535714285,
SK1427,Copenhagen,CPH,Europe,DK,2018-04-20T18:50:00Z,523.0,92.571,268.62120535714286,
DY4019,Umea,UME,Europe,SE,2018-04-20T18:20:00Z,514.0,90.978,263.9986607142857,
SK171,Goteborg,GOT,Europe,SE,2018-04-20T18:30:00Z,397.0,102.029,296.0662946428571,
DY4055,Malmo,MMX,Europe,SE,2018-04-20T18:35:00Z,513.0,90.801,263.48504464285713,
SK060,Sundsvall,SDL,Europe,SE,2018-04-20T18:50:00Z,343.0,88.151,255.79531249999994,
EZY5886,Berlin TXL,TXL,Europe,DE,2018-04-20T13:40:00Z,810.0,143.37,416.0290178571428,
EZY2650,Milan MXP,MXP,Europe,IT,2018-04-20T11:00:00Z,1648.0,291.69599999999997,846.4392857142855,
EZS1574,Geneva,GVA,Europe,CH,2018-04-20T13:30:00Z,1663.0,294.351,854.1435267857142,
SK026,Umea,UME,Europe,SE,2018-04-20T19:05:00Z,514.0,90.978,263.9986607142857,
DY4099,Skelleftea,SFT,Europe,SE,2018-04-20T19:10:00Z,622.0,110.094,319.46919642857137,
SK1483,Oslo,OSL,Europe,NO,2018-04-20T17:50:00Z,417.0,107.169,310.98147321428564,
SK6005,Malaga,AGP,Europe,ES,2018-04-20T17:45:00Z,2992.0,529.584,1536.7392857142854,
BA783,London LHR,LHR,Europe,GB,2018-04-20T19:20:00Z,1454.0,257.358,746.7977678571428,
SK1046,Kiruna,KRN,Europe,SE,2018-04-20T19:05:00Z,955.0,169.035,490.5033482142857,
AI168,New Delhi,DEL,Asia,IN,2018-04-20T18:40:00Z,5577.0,987.1289999999999,2864.4368303571423,
SK074,Are Ostersund,OSD,other,IN,2018-04-20T19:00:00Z,0.0,0.0,0.0,
SK125,Malmo,MMX,Europe,SE,2018-04-20T18:50:00Z,513.0,90.801,263.48504464285713,
DY4313,Paris ORY,ORY,Europe,FR,2018-04-20T16:05:00Z,1557.0,275.589,799.7002232142856,
D82859,London LGW,LGW,Europe,GB,2018-04-20T19:00:00Z,1465.0,259.305,752.4475446428571,
SK020,Lulea,LLA,Europe,SE,2018-04-20T19:15:00Z,727.0,128.679,373.3988839285714,
SK098,Ornskoldsvik,OER,Europe,SE,2018-04-20T19:30:00Z,442.0,113.59400000000001,329.6254464285714,
SK169,Goteborg,GOT,Europe,SE,2018-04-20T17:00:00Z,397.0,102.029,296.0662946428571,
SK1018,Skelleftea,SFT,Europe,SE,2018-04-20T19:30:00Z,622.0,110.094,319.46919642857137,
SK785,Gdansk,GDN,Europe,PL,2018-04-20T18:45:00Z,555.0,98.235,285.0569196428571,
SK1769,Prague,PRG,Europe,CZ,2018-04-20T17:15:00Z,1056.0,186.91199999999998,542.3785714285713,
TK1794,Istanbul IST,IST,Europe,TR,2018-04-20T09:30:00Z,2177.0,385.329,1118.1421874999999,
SK4899,Bergen,BGO,Europe,NO,2018-04-20T19:55:00Z,721.0,127.61699999999999,370.31718749999993,
SK2720,Turku,TKU,Asia,TW,2018-04-20T20:30:00Z,8350.0,1477.9499999999998,4288.694196428571,
SK2475,Trondheim,TRD,Europe,NO,2018-04-20T19:00:00Z,612.0,108.324,314.33303571428564,
QR172,Doha,DOH,Asia,QA,2018-04-20T20:40:00Z,4590.0,812.43,2357.497767857142,
SK085,Visby,VBY,Europe,SE,2018-04-20T19:40:00Z,189.0,48.573,140.94843749999998,
LO8120,Tallinn,TLL,Europe,EE,2018-04-20T20:25:00Z,379.0,97.403,282.6426339285714,
ET715,Addis Abeba,ADD,Africa,ET,2018-04-20T19:50:00Z,5871.0,1039.167,3015.4399553571425,
SK4228,Vaasa,VAA,Europe,FI,2018-04-20T20:30:00Z,460.0,118.22,343.0491071428571,
2N499,Kokkola/Jakobst,KOK,Europe,FI,2018-04-20T20:30:00Z,558.0,98.76599999999999,286.5977678571428,
EZY2452,London LTN,LTN,other,FI,2018-04-20T21:30:00Z,0.0,0.0,0.0,
ET714,Oslo,OSL,Europe,NO,2018-04-20T05:40:00Z,417.0,107.169,310.98147321428564,
SK1553,Amsterdam,AMS,Europe,NL,2018-04-20T06:15:00Z,1127.0,199.47899999999998,578.8453124999999,
AY816,Helsinki,HEL,Europe,FI,2018-04-20T16:05:00Z,397.0,102.029,296.0662946428571,
AY820,Helsinki,HEL,Europe,FI,2018-04-20T19:00:00Z,397.0,102.029,296.0662946428571,
DY4533,Reykjavik,KEF,other,IS,2018-04-20T13:50:00Z,2135.0,377.895,1096.5703124999998,
AY802,Helsinki,HEL,Europe,FI,2018-04-20T06:30:00Z,397.0,102.029,296.0662946428571,
AY810,Helsinki,HEL,Europe,FI,2018-04-20T12:35:00Z,397.0,102.029,296.0662946428571,
